date,state,parlimen,dun,income_median,income_mean
2024-01-01,Sarawak,P.205 Saratok,N.39 Krian,3396,4799
2019-01-01,Sarawak,P.205 Saratok,N.40 Kabong,2669,3290
2022-01-01,Sarawak,P.205 Saratok,N.40 Kabong,3060,4011
2024-01-01,Sarawak,P.205 Saratok,N.40 Kabong,3159,3989
2019-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,2995,3948
2022-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,3494,4771
2024-01-01,Sarawak,P.206 Tanjong Manis,N.41 Kuala Rajang,4282,4959
2019-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,2964,3590
2022-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,2711,3384
2024-01-01,Sarawak,P.206 Tanjong Manis,N.42 Semop,3800,4437
2019-01-01,Sarawak,P.207 Igan,N.43 Daro,3234,3976
2022-01-01,Sarawak,P.207 Igan,N.43 Daro,4000,4930
2024-01-01,Sarawak,P.207 Igan,N.43 Daro,3355,4546
2019-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,2709,3961
2022-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,3210,4146
2024-01-01,Sarawak,P.207 Igan,N.44 Jemoreng,4317,4676
2019-01-01,Sarawak,P.208 Sarikei,N.45 Repok,3743,5143
2022-01-01,Sarawak,P.208 Sarikei,N.45 Repok,4244,6319
2024-01-01,Sarawak,P.208 Sarikei,N.45 Repok,5162,6441
2019-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,2779,4050
2022-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,3019,3974
2024-01-01,Sarawak,P.208 Sarikei,N.46 Meradong,3540,4219
2019-01-01,Sarawak,P.209 Julau,N.47 Pakan,2678,3166
2022-01-01,Sarawak,P.209 Julau,N.47 Pakan,3363,3677
2024-01-01,Sarawak,P.209 Julau,N.47 Pakan,3631,4303
2019-01-01,Sarawak,P.209 Julau,N.48 Meluan,2387,3524
2022-01-01,Sarawak,P.209 Julau,N.48 Meluan,2715,3615
2024-01-01,Sarawak,P.209 Julau,N.48 Meluan,3264,4363
2019-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,1940,2338
2022-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,2566,3551
2024-01-01,Sarawak,P.210 Kanowit,N.49 Ngemah,3161,2747
2019-01-01,Sarawak,P.210 Kanowit,N.50 Machan,3107,4178
2022-01-01,Sarawak,P.210 Kanowit,N.50 Machan,2740,3873
2024-01-01,Sarawak,P.210 Kanowit,N.50 Machan,3782,4756
2019-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,4013,5395
2022-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,4247,5757
2024-01-01,Sarawak,P.211 Lanang,N.51 Bukit Assek,4808,5259
2019-01-01,Sarawak,P.211 Lanang,N.52 Dudong,4879,5855
2022-01-01,Sarawak,P.211 Lanang,N.52 Dudong,5405,6573
2024-01-01,Sarawak,P.211 Lanang,N.52 Dudong,5454,6479
2019-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,2589,3095
2022-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,3317,4140
2024-01-01,Sarawak,P.212 Sibu,N.53 Bawang Assan,4254,5010
2019-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,6380,7896
2022-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,6357,8206
2024-01-01,Sarawak,P.212 Sibu,N.54 Pelawan,6580,8172
2019-01-01,Sarawak,P.212 Sibu,N.55 Nangka,5248,6476
2022-01-01,Sarawak,P.212 Sibu,N.55 Nangka,5834,7263
2024-01-01,Sarawak,P.212 Sibu,N.55 Nangka,7103,8083
2019-01-01,Sarawak,P.213 Mukah,N.56 Dalat,3848,5143
2022-01-01,Sarawak,P.213 Mukah,N.56 Dalat,4420,5115
2024-01-01,Sarawak,P.213 Mukah,N.56 Dalat,4289,4938
2019-01-01,Sarawak,P.213 Mukah,N.57 Tellian,4572,5687
2022-01-01,Sarawak,P.213 Mukah,N.57 Tellian,4362,6003
2024-01-01,Sarawak,P.213 Mukah,N.57 Tellian,6513,7304
2019-01-01,Sarawak,P.213 Mukah,N.58 Balingian,3122,4068
2022-01-01,Sarawak,P.213 Mukah,N.58 Balingian,4645,5926
2024-01-01,Sarawak,P.213 Mukah,N.58 Balingian,5015,6013
2019-01-01,Sarawak,P.214 Selangau,N.59 Tamin,2685,3492
2022-01-01,Sarawak,P.214 Selangau,N.59 Tamin,3214,4292
2024-01-01,Sarawak,P.214 Selangau,N.59 Tamin,4171,4863
2019-01-01,Sarawak,P.214 Selangau,N.60 Kakus,4026,4892
2022-01-01,Sarawak,P.214 Selangau,N.60 Kakus,4313,5203
2024-01-01,Sarawak,P.214 Selangau,N.60 Kakus,4588,5618
2019-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,3192,4186
2022-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,3172,3941
2024-01-01,Sarawak,P.215 Kapit,N.61 Pelagus,3131,3794
2019-01-01,Sarawak,P.215 Kapit,N.62 Katibas,2662,3443
2022-01-01,Sarawak,P.215 Kapit,N.62 Katibas,2926,3477
2024-01-01,Sarawak,P.215 Kapit,N.62 Katibas,3080,4157
2019-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,3288,4554
2022-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,3237,4447
2024-01-01,Sarawak,P.215 Kapit,N.63 Bukit Goram,3312,4514
2019-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,3594,4452
2022-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,2801,3286
2024-01-01,Sarawak,P.216 Hulu Rajang,N.64 Baleh,2641,4009
2019-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,4169,4676
2022-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,2428,3480
2024-01-01,Sarawak,P.216 Hulu Rajang,N.65 Belaga,3667,4397
2019-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,3376,4009
2022-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,4019,4620
2024-01-01,Sarawak,P.216 Hulu Rajang,N.66 Murum,4670,5504
2019-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,4679,4986
2022-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,5478,6426
2024-01-01,Sarawak,P.217 Bintulu,N.67 Jepak,5713,7698
2019-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,9244,9727
2022-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,10617,11967
2024-01-01,Sarawak,P.217 Bintulu,N.68 Tanjong Batu,10211,11489
2019-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,3704,4835
2022-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,5214,6404
2024-01-01,Sarawak,P.217 Bintulu,N.69 Kemena,4470,5423
2019-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,6387,7901
2022-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,6913,8083
2024-01-01,Sarawak,P.217 Bintulu,N.70 Samalaju,7306,10228
2019-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,5086,5828
2022-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,4639,5630
2024-01-01,Sarawak,P.218 Sibuti,N.71 Bekenu,6150,7204
2019-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,4697,5836
2022-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,5877,7106
2024-01-01,Sarawak,P.218 Sibuti,N.72 Lambir,5531,6597
2019-01-01,Sarawak,P.219 Miri,N.73 Piasau,6212,8313
2022-01-01,Sarawak,P.219 Miri,N.73 Piasau,7560,9236
2024-01-01,Sarawak,P.219 Miri,N.73 Piasau,8329,9593
2019-01-01,Sarawak,P.219 Miri,N.74 Pujut,6210,7487
2022-01-01,Sarawak,P.219 Miri,N.74 Pujut,6423,8014
2024-01-01,Sarawak,P.219 Miri,N.74 Pujut,6457,8181
2019-01-01,Sarawak,P.219 Miri,N.75 Senadin,6148,7432
2022-01-01,Sarawak,P.219 Miri,N.75 Senadin,6182,7613
2024-01-01,Sarawak,P.219 Miri,N.75 Senadin,6935,8134
2019-01-01,Sarawak,P.220 Baram,N.76 Marudi,3375,4521
2022-01-01,Sarawak,P.220 Baram,N.76 Marudi,4355,5237
2024-01-01,Sarawak,P.220 Baram,N.76 Marudi,4478,5186
2019-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,3194,4339
2022-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,3870,4694
2024-01-01,Sarawak,P.220 Baram,N.77 Telang Usan,4281,4795
2019-01-01,Sarawak,P.220 Baram,N.78 Mulu,2868,4054
2022-01-01,Sarawak,P.220 Baram,N.78 Mulu,4234,5382
2024-01-01,Sarawak,P.220 Baram,N.78 Mulu,4369,5066
2019-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,4861,6187
2022-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,5080,6018
2024-01-01,Sarawak,P.221 Limbang,N.79 Bukit Kota,4380,5519
2019-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,3670,4797
2022-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,3034,3542
2024-01-01,Sarawak,P.221 Limbang,N.80 Batu Danau,3304,4284
2019-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,2829,3299
2022-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,2601,2914
2024-01-01,Sarawak,P.222 Lawas,N.81 Ba'kelalan,2965,3695
2019-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,4257,5753
2022-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,3794,5462
2024-01-01,Sarawak,P.222 Lawas,N.82 Bukit Sari,4500,5610
